0	weird.txt
1	landmark.txt
2	county.txt
3	country.txt
4	state.txt
5	city.txt
6	natural.txt
2739703	5
1744223	5
281626	5
625458	5
70414	5
625465	6
70411	5
840743	5
70409	5
6121947	1
17	3
16	3
18	3
21	4
20	3
70416	5
840764	5
22	4
25	4
840754	5
27	3
26	4
29	3
2572236	1
28	3
1805895	1
31	3
210197	1
30	3
2982349	2
34	3
35	3
32	3
33	3
1181004	1
38	3
39	3
210221	5
840717	1
36	3
840718	5
37	3
43	3
40	3
41	3
45	3
51	3
840729	5
2019701	5
1805929	1
49	4
55	3
489765	5
2019698	5
840735	6
840721	5
62	1
61	4
60	5
69	5
70	5
979552	5
71	5
64	4
65	2
840806	1
77	3
78	5
79	3
72	5
840801	1
85	5
84	5
87	5
979579	5
2081308	5
840823	1
95	1
1180980	5
88	5
90	5
100	5
98	6
99	4
840777	5
96	3
97	6
625492	5
2081327	1
979535	5
1250844	1
117	3
210302	5
115	3
114	3
70520	1
625486	5
210290	5
155	3
3241528	1
159	3
145	3
148	3
1181179	5
210333	5
840893	5
840833	5
704151	1
175	4
174	5
840836	1
173	4
840839	5
172	5
163	2
489904	1
1339355	2
2019815	5
979590	5
166	0
840844	5
2019810	5
840847	6
184	3
191	3
189	3
4230452	1
210361	5
176	1
183	3
180	1
1251039	1
840935	5
2115082	4
210371	6
765434	5
220	5
221	3
222	3
223	3
840949	5
216	5
217	3
218	3
219	3
212	3
213	3
214	3
215	3
1339305	5
211	3
239	4
141026	4
238	3
237	3
840903	5
236	3
235	3
2019757	2
233	3
232	3
1057673	5
231	4
840909	5
230	3
210412	0
229	3
1339293	1
70626	1
228	3
227	3
226	5
225	3
224	3
210421	5
252	3
840915	5
210429	5
243	1
210425	5
240	4
241	3
840923	5
275	1
70167	5
279	5
489477	2
1530724	6
7085690	1
70173	5
489481	2
841008	5
2323152	6
489486	2
285	5
70148	5
258	3
262	3
70159	5
265	3
764976	5
270	5
209925	1
268	5
2739451	5
269	4
209978	5
840984	5
764928	5
840977	5
2739403	5
1898100	5
704257	5
70182	5
288	5
1898089	5
840968	5
70178	5
2323182	5
298	3
840966	5
343	5
342	5
841084	5
340	5
337	6
1898011	5
351	1
351808	2
70232	5
350	5
841079	1
347	3
70237	5
841073	5
210003	5
841074	5
327	4
70212	5
322	5
841065	5
334	3
841059	6
281965	1
380	5
3241921	1
365	5
979784	5
1898193	5
141204	1
408	3
414	3
979898	5
351887	2
406	4
393	5
399	3
398	3
385	5
384	4
282013	5
70334	5
443	1
70330	1
841111	5
70328	5
210104	5
435	1
3122775	5
437	5
