asylum	fruit	0.043589743589743594
asylum	madhouse	0.9282051282051282
brother	monk	0.6974358974358975
food	rooster	0.2743589743589744
rooster	voyage	0.005128205128205128
cushion	jewel	0.11025641025641025
midday	noon	0.9974358974358974
boy	sage	0.24102564102564103
serf	slave	0.882051282051282
glass	jewel	0.4512820512820513
hill	mound	0.8794871794871796
hill	woodland	0.37435897435897436
grin	lad	0.2205128205128205
crane	rooster	0.3564102564102564
gem	jewel	0.9974358974358974
shore	woodland	0.22564102564102564
autograph	signature	0.9153846153846154
glass	magician	0.10769230769230768
bird	cock	0.6692307692307692
coast	hill	0.31794871794871793
furnace	implement	0.3461538461538462
mound	stove	0.03076923076923077
lad	wizard	0.24871794871794872
automobile	car	1.0
grin	implement	0.041025641025641026
noon	string	0.005128205128205128
autograph	shore	0.010256410256410255
grin	smile	0.882051282051282
automobile	wizard	0.023076923076923078
food	fruit	0.6846153846153846
cushion	pillow	0.9794871794871794
chord	smile	0.0
magician	wizard	0.8179487179487179
automobile	cushion	0.24358974358974358
cord	string	0.8692307692307693
shore	voyage	0.3076923076923077
journey	voyage	0.9128205128205129
bird	woodland	0.3128205128205128
cemetery	woodland	0.29743589743589743
asylum	cemetery	0.19743589743589746
fruit	furnace	0.007692307692307693
brother	lad	0.6128205128205129
graveyard	madhouse	0.10256410256410256
forest	graveyard	0.2512820512820513
mound	shore	0.24358974358974358
asylum	monk	0.09487179487179487
cemetery	graveyard	0.9897435897435898
coast	shore	0.917948717948718
boy	rooster	0.10769230769230768
sage	wizard	0.6256410256410256
boy	lad	0.9743589743589743
crane	implement	0.6025641025641026
car	journey	0.3923076923076923
monk	slave	0.14102564102564102
forest	woodland	0.9307692307692308
coast	forest	0.2128205128205128
cock	rooster	0.9384615384615386
implement	tool	0.9333333333333333
oracle	sage	0.6641025641025641
glass	tumbler	0.8794871794871796
bird	crane	0.6692307692307692
cemetery	mound	0.4282051282051282
monk	oracle	0.22820512820512823
magician	oracle	0.46153846153846156
furnace	stove	0.7923076923076923
